Abilities,Name,Pokedex Number,Stat,Type1,Type2,Against Bug,Against Dark,Against Dragon,Against Electric,Against Fairy,Against Fight,Against Fire,Against Flying,Against Ghost,Against Grass,Against Ground,Against Ice,Against Normal,Against Poison,Against Psychic,Against Rock,Against Steel,Against Water,Base Total,Capture Rate,Generation,Height M,Is Legendary,Percentage Male,Value,Weight Kg
"['Flame Body', 'Gale Wings']",Talonflame,663,Speed,fire,flying,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,499,45,6,1.2,0,50,126,24.5
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Scatterbug,664,Attack,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,200,255,6,0.3,0,50,35,2.5
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Scatterbug,664,Defense,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,200,255,6,0.3,0,50,40,2.5
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Scatterbug,664,Hp,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,200,255,6,0.3,0,50,38,2.5
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Scatterbug,664,Sp Attack,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,200,255,6,0.3,0,50,27,2.5
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Scatterbug,664,Sp Defense,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,200,255,6,0.3,0,50,25,2.5
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Scatterbug,664,Speed,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,200,255,6,0.3,0,50,35,2.5
"['Shed Skin', 'Friend Guard']",Spewpa,665,Attack,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,213,120,6,0.3,0,50,22,8.4
"['Shed Skin', 'Friend Guard']",Spewpa,665,Defense,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,213,120,6,0.3,0,50,60,8.4
"['Shed Skin', 'Friend Guard']",Spewpa,665,Hp,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,213,120,6,0.3,0,50,45,8.4
"['Shed Skin', 'Friend Guard']",Spewpa,665,Sp Attack,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,213,120,6,0.3,0,50,27,8.4
"['Shed Skin', 'Friend Guard']",Spewpa,665,Sp Defense,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,213,120,6,0.3,0,50,30,8.4
"['Shed Skin', 'Friend Guard']",Spewpa,665,Speed,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,213,120,6,0.3,0,50,29,8.4
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Vivillon,666,Attack,bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,411,45,6,1.2,0,50,52,17
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Vivillon,666,Defense,bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,411,45,6,1.2,0,50,50,17
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Vivillon,666,Hp,bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,411,45,6,1.2,0,50,80,17
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Vivillon,666,Sp Attack,bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,411,45,6,1.2,0,50,90,17
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Vivillon,666,Sp Defense,bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,411,45,6,1.2,0,50,50,17
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Vivillon,666,Speed,bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,411,45,6,1.2,0,50,89,17
"['Rivalry', 'Unnerve', 'Moxie']",Litleo,667,Attack,fire,normal,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,369,220,6,0.6,0,11.2,50,13.5
"['Rivalry', 'Unnerve', 'Moxie']",Litleo,667,Defense,fire,normal,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,369,220,6,0.6,0,11.2,58,13.5
"['Rivalry', 'Unnerve', 'Moxie']",Litleo,667,Hp,fire,normal,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,369,220,6,0.6,0,11.2,62,13.5
"['Rivalry', 'Unnerve', 'Moxie']",Litleo,667,Sp Attack,fire,normal,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,369,220,6,0.6,0,11.2,73,13.5
"['Rivalry', 'Unnerve', 'Moxie']",Litleo,667,Sp Defense,fire,normal,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,369,220,6,0.6,0,11.2,54,13.5
"['Rivalry', 'Unnerve', 'Moxie']",Litleo,667,Speed,fire,normal,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,369,220,6,0.6,0,11.2,72,13.5
"['Rivalry', 'Unnerve', 'Moxie']",Pyroar,668,Attack,fire,normal,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,507,65,6,1.5,0,11.2,68,81.5
"['Rivalry', 'Unnerve', 'Moxie']",Pyroar,668,Defense,fire,normal,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,507,65,6,1.5,0,11.2,72,81.5
"['Rivalry', 'Unnerve', 'Moxie']",Pyroar,668,Hp,fire,normal,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,507,65,6,1.5,0,11.2,86,81.5
"['Rivalry', 'Unnerve', 'Moxie']",Pyroar,668,Sp Attack,fire,normal,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,507,65,6,1.5,0,11.2,109,81.5
"['Rivalry', 'Unnerve', 'Moxie']",Pyroar,668,Sp Defense,fire,normal,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,507,65,6,1.5,0,11.2,66,81.5
"['Rivalry', 'Unnerve', 'Moxie']",Pyroar,668,Speed,fire,normal,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,507,65,6,1.5,0,11.2,106,81.5
"['Flower Veil', 'Symbiosis']",Flabebe,669,Attack,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,303,225,6,0.1,0,0,38,0.1
"['Flower Veil', 'Symbiosis']",Flabebe,669,Defense,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,303,225,6,0.1,0,0,39,0.1
"['Flower Veil', 'Symbiosis']",Flabebe,669,Hp,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,303,225,6,0.1,0,0,44,0.1
"['Flower Veil', 'Symbiosis']",Flabebe,669,Sp Attack,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,303,225,6,0.1,0,0,61,0.1
"['Flower Veil', 'Symbiosis']",Flabebe,669,Sp Defense,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,303,225,6,0.1,0,0,79,0.1
"['Flower Veil', 'Symbiosis']",Flabebe,669,Speed,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,303,225,6,0.1,0,0,42,0.1
"['Flower Veil', 'Symbiosis']",Floette,670,Attack,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,551,120,6,0.2,0,0,65,0.9
"['Flower Veil', 'Symbiosis']",Floette,670,Defense,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,551,120,6,0.2,0,0,67,0.9
"['Flower Veil', 'Symbiosis']",Floette,670,Hp,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,551,120,6,0.2,0,0,74,0.9
"['Flower Veil', 'Symbiosis']",Floette,670,Sp Attack,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,551,120,6,0.2,0,0,125,0.9
"['Flower Veil', 'Symbiosis']",Floette,670,Sp Defense,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,551,120,6,0.2,0,0,128,0.9
"['Flower Veil', 'Symbiosis']",Floette,670,Speed,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,551,120,6,0.2,0,0,92,0.9
"['Flower Veil', 'Symbiosis']",Florges,671,Attack,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,552,45,6,1.1,0,0,65,10
"['Flower Veil', 'Symbiosis']",Florges,671,Defense,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,552,45,6,1.1,0,0,68,10
"['Flower Veil', 'Symbiosis']",Florges,671,Hp,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,552,45,6,1.1,0,0,78,10
"['Flower Veil', 'Symbiosis']",Florges,671,Sp Attack,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,552,45,6,1.1,0,0,112,10
"['Flower Veil', 'Symbiosis']",Florges,671,Sp Defense,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,552,45,6,1.1,0,0,154,10
"['Flower Veil', 'Symbiosis']",Florges,671,Speed,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,552,45,6,1.1,0,0,75,10
"['Sap Sipper', 'Grass Pelt']",Skiddo,672,Attack,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,350,200,6,0.9,0,50,65,31
"['Sap Sipper', 'Grass Pelt']",Skiddo,672,Defense,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,350,200,6,0.9,0,50,48,31
"['Sap Sipper', 'Grass Pelt']",Skiddo,672,Hp,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,350,200,6,0.9,0,50,66,31
"['Sap Sipper', 'Grass Pelt']",Skiddo,672,Sp Attack,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,350,200,6,0.9,0,50,62,31
"['Sap Sipper', 'Grass Pelt']",Skiddo,672,Sp Defense,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,350,200,6,0.9,0,50,57,31
"['Sap Sipper', 'Grass Pelt']",Skiddo,672,Speed,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,350,200,6,0.9,0,50,52,31
"['Sap Sipper', 'Grass Pelt']",Gogoat,673,Attack,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,531,45,6,1.7,0,50,100,91
"['Sap Sipper', 'Grass Pelt']",Gogoat,673,Defense,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,531,45,6,1.7,0,50,62,91
"['Sap Sipper', 'Grass Pelt']",Gogoat,673,Hp,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,531,45,6,1.7,0,50,123,91
"['Sap Sipper', 'Grass Pelt']",Gogoat,673,Sp Attack,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,531,45,6,1.7,0,50,97,91
"['Sap Sipper', 'Grass Pelt']",Gogoat,673,Sp Defense,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,531,45,6,1.7,0,50,81,91
"['Sap Sipper', 'Grass Pelt']",Gogoat,673,Speed,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,531,45,6,1.7,0,50,68,91
"['Iron Fist', 'Mold Breaker', 'Scrappy']",Pancham,674,Attack,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,348,220,6,0.6,0,50,82,8
"['Iron Fist', 'Mold Breaker', 'Scrappy']",Pancham,674,Defense,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,348,220,6,0.6,0,50,62,8
"['Iron Fist', 'Mold Breaker', 'Scrappy']",Pancham,674,Hp,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,348,220,6,0.6,0,50,67,8
"['Iron Fist', 'Mold Breaker', 'Scrappy']",Pancham,674,Sp Attack,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,348,220,6,0.6,0,50,46,8
"['Iron Fist', 'Mold Breaker', 'Scrappy']",Pancham,674,Sp Defense,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,348,220,6,0.6,0,50,48,8
"['Iron Fist', 'Mold Breaker', 'Scrappy']",Pancham,674,Speed,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,348,220,6,0.6,0,50,43,8
"['Iron Fist', 'Mold Breaker', 'Scrappy']",Pangoro,675,Attack,fighting,dark,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,495,65,6,2.1,0,50,124,136
"['Iron Fist', 'Mold Breaker', 'Scrappy']",Pangoro,675,Defense,fighting,dark,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,495,65,6,2.1,0,50,78,136
"['Iron Fist', 'Mold Breaker', 'Scrappy']",Pangoro,675,Hp,fighting,dark,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,495,65,6,2.1,0,50,95,136
"['Iron Fist', 'Mold Breaker', 'Scrappy']",Pangoro,675,Sp Attack,fighting,dark,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,495,65,6,2.1,0,50,69,136
"['Iron Fist', 'Mold Breaker', 'Scrappy']",Pangoro,675,Sp Defense,fighting,dark,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,495,65,6,2.1,0,50,71,136
"['Iron Fist', 'Mold Breaker', 'Scrappy']",Pangoro,675,Speed,fighting,dark,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,495,65,6,2.1,0,50,58,136
['Fur Coat'],Furfrou,676,Attack,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,472,160,6,1.2,0,50,80,28
['Fur Coat'],Furfrou,676,Defense,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,472,160,6,1.2,0,50,60,28
['Fur Coat'],Furfrou,676,Hp,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,472,160,6,1.2,0,50,75,28
['Fur Coat'],Furfrou,676,Sp Attack,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,472,160,6,1.2,0,50,65,28
['Fur Coat'],Furfrou,676,Sp Defense,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,472,160,6,1.2,0,50,90,28
['Fur Coat'],Furfrou,676,Speed,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,472,160,6,1.2,0,50,102,28
"['Keen Eye', 'Infiltrator', 'Own Tempo']",Espurr,677,Attack,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,355,190,6,0.3,0,50,48,3.5
"['Keen Eye', 'Infiltrator', 'Own Tempo']",Espurr,677,Defense,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,355,190,6,0.3,0,50,54,3.5
"['Keen Eye', 'Infiltrator', 'Own Tempo']",Espurr,677,Hp,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,355,190,6,0.3,0,50,62,3.5
"['Keen Eye', 'Infiltrator', 'Own Tempo']",Espurr,677,Sp Attack,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,355,190,6,0.3,0,50,63,3.5
"['Keen Eye', 'Infiltrator', 'Own Tempo']",Espurr,677,Sp Defense,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,355,190,6,0.3,0,50,60,3.5
"['Keen Eye', 'Infiltrator', 'Own Tempo']",Espurr,677,Speed,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,355,190,6,0.3,0,50,68,3.5
"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",Meowstic,678,Attack,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,466,75,6,0.6,0,50,48,8.5
"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",Meowstic,678,Defense,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,466,75,6,0.6,0,50,76,8.5
"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",Meowstic,678,Hp,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,466,75,6,0.6,0,50,74,8.5
"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",Meowstic,678,Sp Attack,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,466,75,6,0.6,0,50,83,8.5
"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",Meowstic,678,Sp Defense,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,466,75,6,0.6,0,50,81,8.5
"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",Meowstic,678,Speed,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,466,75,6,0.6,0,50,104,8.5
['No Guard'],Honedge,679,Attack,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,325,180,6,0.8,0,50,80,2
['No Guard'],Honedge,679,Defense,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,325,180,6,0.8,0,50,100,2
['No Guard'],Honedge,679,Hp,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,325,180,6,0.8,0,50,45,2
['No Guard'],Honedge,679,Sp Attack,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,325,180,6,0.8,0,50,35,2
['No Guard'],Honedge,679,Sp Defense,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,325,180,6,0.8,0,50,37,2
['No Guard'],Honedge,679,Speed,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,325,180,6,0.8,0,50,28,2
['No Guard'],Doublade,680,Attack,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,448,90,6,0.8,0,50,110,4.5
['No Guard'],Doublade,680,Defense,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,448,90,6,0.8,0,50,150,4.5
['No Guard'],Doublade,680,Hp,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,448,90,6,0.8,0,50,59,4.5
['No Guard'],Doublade,680,Sp Attack,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,448,90,6,0.8,0,50,45,4.5
['No Guard'],Doublade,680,Sp Defense,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,448,90,6,0.8,0,50,49,4.5
['No Guard'],Doublade,680,Speed,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,448,90,6,0.8,0,50,35,4.5
['Stance Change'],Aegislash,681,Attack,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,520,45,6,1.7,0,50,150,53
['Stance Change'],Aegislash,681,Defense,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,520,45,6,1.7,0,50,50,53
['Stance Change'],Aegislash,681,Hp,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,520,45,6,1.7,0,50,60,53
['Stance Change'],Aegislash,681,Sp Attack,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,520,45,6,1.7,0,50,150,53
['Stance Change'],Aegislash,681,Sp Defense,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,520,45,6,1.7,0,50,50,53
['Stance Change'],Aegislash,681,Speed,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,520,45,6,1.7,0,50,60,53
"['Healer', 'Aroma Veil']",Spritzee,682,Attack,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,341,200,6,0.2,0,50,52,0.5
"['Healer', 'Aroma Veil']",Spritzee,682,Defense,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,341,200,6,0.2,0,50,60,0.5
"['Healer', 'Aroma Veil']",Spritzee,682,Hp,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,341,200,6,0.2,0,50,78,0.5
"['Healer', 'Aroma Veil']",Spritzee,682,Sp Attack,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,341,200,6,0.2,0,50,63,0.5
"['Healer', 'Aroma Veil']",Spritzee,682,Sp Defense,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,341,200,6,0.2,0,50,65,0.5
"['Healer', 'Aroma Veil']",Spritzee,682,Speed,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,341,200,6,0.2,0,50,23,0.5
"['Healer', 'Aroma Veil']",Aromatisse,683,Attack,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,462,140,6,0.8,0,50,72,15.5
"['Healer', 'Aroma Veil']",Aromatisse,683,Defense,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,462,140,6,0.8,0,50,72,15.5
"['Healer', 'Aroma Veil']",Aromatisse,683,Hp,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,462,140,6,0.8,0,50,101,15.5
"['Healer', 'Aroma Veil']",Aromatisse,683,Sp Attack,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,462,140,6,0.8,0,50,99,15.5
"['Healer', 'Aroma Veil']",Aromatisse,683,Sp Defense,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,462,140,6,0.8,0,50,89,15.5
"['Healer', 'Aroma Veil']",Aromatisse,683,Speed,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,462,140,6,0.8,0,50,29,15.5
"['Sweet Veil', 'Unburden']",Swirlix,684,Attack,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,341,200,6,0.4,0,50,48,3.5
"['Sweet Veil', 'Unburden']",Swirlix,684,Defense,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,341,200,6,0.4,0,50,66,3.5
"['Sweet Veil', 'Unburden']",Swirlix,684,Hp,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,341,200,6,0.4,0,50,62,3.5
"['Sweet Veil', 'Unburden']",Swirlix,684,Sp Attack,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,341,200,6,0.4,0,50,59,3.5
"['Sweet Veil', 'Unburden']",Swirlix,684,Sp Defense,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,341,200,6,0.4,0,50,57,3.5
"['Sweet Veil', 'Unburden']",Swirlix,684,Speed,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,341,200,6,0.4,0,50,49,3.5
"['Sweet Veil', 'Unburden']",Slurpuff,685,Attack,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,480,140,6,0.8,0,50,80,5
"['Sweet Veil', 'Unburden']",Slurpuff,685,Defense,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,480,140,6,0.8,0,50,86,5
"['Sweet Veil', 'Unburden']",Slurpuff,685,Hp,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,480,140,6,0.8,0,50,82,5
"['Sweet Veil', 'Unburden']",Slurpuff,685,Sp Attack,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,480,140,6,0.8,0,50,85,5
"['Sweet Veil', 'Unburden']",Slurpuff,685,Sp Defense,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,480,140,6,0.8,0,50,75,5
"['Sweet Veil', 'Unburden']",Slurpuff,685,Speed,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,480,140,6,0.8,0,50,72,5
"['Contrary', 'Suction Cups', 'Infiltrator']",Inkay,686,Attack,dark,psychic,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,288,190,6,0.4,0,50,54,3.5
"['Contrary', 'Suction Cups', 'Infiltrator']",Inkay,686,Defense,dark,psychic,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,288,190,6,0.4,0,50,53,3.5
"['Contrary', 'Suction Cups', 'Infiltrator']",Inkay,686,Hp,dark,psychic,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,288,190,6,0.4,0,50,53,3.5
