"pokedex_number";"name";"type1";"type2";"generation";"percentage_male";"capture_rate";"is_legendary";"is_mythic";"is_ultra_beast";"height_m";"weight_kg";"base_total";"hp";"attack";"sp_attack";"defense";"sp_defense";"speed";"abilities";"against_bug";"against_dark";"against_dragon";"against_electric";"against_fairy";"against_fight";"against_fire";"against_flying";"against_ghost";"against_grass";"against_ground";"against_ice";"against_normal";"against_poison";"against_psychic";"against_rock";"against_steel";"against_water"
278;"Wingull";"water";"flying";3;50.0;190;0;0;0;0.6;9.5;270;40;30;55;30;30;85;"['Keen Eye', 'Hydration', 'Rain Dish']";0.5;1.0;1.0;4.0;1.0;0.5;0.5;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;2.0;0.5;0.5
279;"Pelipper";"water";"flying";3;50.0;45;0;0;0;1.2;28.0;440;60;50;95;100;70;65;"['Keen Eye', 'Drizzle', 'Rain Dish']";0.5;1.0;1.0;4.0;1.0;0.5;0.5;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;2.0;0.5;0.5
280;"Ralts";"psychic";"fairy";3;50.0;235;0;0;0;0.4;6.6;198;28;25;45;25;35;40;"['Synchronize', 'Trace', 'Telepathy']";1.0;1.0;0.0;1.0;1.0;0.25;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;2.0;1.0
281;"Kirlia";"psychic";"fairy";3;50.0;120;0;0;0;0.8;20.2;278;38;35;65;35;55;50;"['Synchronize', 'Trace', 'Telepathy']";1.0;1.0;0.0;1.0;1.0;0.25;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;2.0;1.0
282;"Gardevoir";"psychic";"fairy";3;50.0;45;0;0;0;1.6;48.4;618;68;85;165;65;135;100;"['Synchronize', 'Trace', 'Telepathy']";1.0;1.0;0.0;1.0;1.0;0.25;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;2.0;1.0
283;"Surskit";"bug";"water";3;50.0;200;0;0;0;0.5;1.7;269;40;30;50;32;52;65;"['Swift Swim', 'Rain Dish']";1.0;1.0;1.0;2.0;1.0;0.5;1.0;2.0;1.0;1.0;0.5;0.5;1.0;1.0;1.0;2.0;0.5;0.5
284;"Masquerain";"bug";"flying";3;50.0;75;0;0;0;0.8;3.6;454;70;60;100;62;82;80;"['Intimidate', 'Unnerve']";0.5;1.0;1.0;2.0;1.0;0.25;2.0;2.0;1.0;0.25;0.0;2.0;1.0;1.0;1.0;4.0;1.0;1.0
285;"Shroomish";"grass";"";3;50.0;255;0;0;0;0.4;4.5;295;60;40;40;60;60;35;"['Effect Spore', 'Poison Heal', 'Quick Feet']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
286;"Breloom";"grass";"fighting";3;50.0;90;0;0;0;1.2;39.2;460;60;130;60;80;60;70;"['Effect Spore', 'Poison Heal', 'Technician']";1.0;0.5;1.0;0.5;2.0;1.0;2.0;4.0;1.0;0.5;0.5;2.0;1.0;2.0;2.0;0.5;1.0;0.5
287;"Slakoth";"normal";"";3;50.0;255;0;0;0;0.8;24.0;280;60;60;35;60;35;30;"['Truant']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
288;"Vigoroth";"normal";"";3;50.0;120;0;0;0;1.4;46.5;440;80;80;55;80;55;90;"['Vital Spirit']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
289;"Slaking";"normal";"";3;50.0;45;0;0;0;2.0;130.5;670;150;160;95;100;65;100;"['Truant']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
290;"Nincada";"bug";"ground";3;50.0;255;0;0;0;0.5;5.5;266;31;45;30;90;30;40;"['Compoundeyes', 'Run Away']";1.0;1.0;1.0;0.0;1.0;0.5;2.0;2.0;1.0;1.0;0.5;2.0;1.0;0.5;1.0;1.0;1.0;2.0
291;"Ninjask";"bug";"flying";3;50.0;120;0;0;0;0.8;12.0;456;61;90;50;45;50;160;"['Speed Boost', 'Infiltrator']";0.5;1.0;1.0;2.0;1.0;0.25;2.0;2.0;1.0;0.25;0.0;2.0;1.0;1.0;1.0;4.0;1.0;1.0
292;"Shedinja";"bug";"ghost";3;0.0;45;0;0;0;0.8;1.2;236;1;90;30;45;30;40;"['Wonder Guard']";0.5;2.0;1.0;1.0;1.0;0.0;2.0;2.0;2.0;0.5;0.5;1.0;0.0;0.5;1.0;2.0;1.0;1.0
293;"Whismur";"normal";"";3;50.0;190;0;0;0;0.6;16.3;240;64;51;51;23;23;28;"['Soundproof', 'Rattled']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
294;"Loudred";"normal";"";3;50.0;120;0;0;0;1.0;40.5;360;84;71;71;43;43;48;"['Soundproof', 'Scrappy']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
295;"Exploud";"normal";"";3;50.0;45;0;0;0;1.5;84.0;490;104;91;91;63;73;68;"['Soundproof', 'Scrappy']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
296;"Makuhita";"fighting";"";3;75.4;180;0;0;0;1.0;86.4;237;72;60;20;30;30;25;"['Thick Fat', 'Guts', 'Sheer Force']";0.5;0.5;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0
297;"Hariyama";"fighting";"";3;75.4;200;0;0;0;2.3;253.8;474;144;120;40;60;60;50;"['Thick Fat', 'Guts', 'Sheer Force']";0.5;0.5;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0
298;"Azurill";"normal";"fairy";3;24.6;150;0;0;0;0.2;2.0;190;50;20;20;40;40;20;"['Thick Fat', 'Huge Power', 'Sap Sipper']";0.5;0.5;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0
299;"Nosepass";"rock";"";3;50.0;255;0;0;0;1.0;97.0;375;30;45;45;135;90;30;"['Sturdy', 'Magnet Pull', 'Sand Force']";1.0;1.0;1.0;1.0;1.0;2.0;0.5;0.5;1.0;2.0;2.0;1.0;0.5;0.5;1.0;1.0;2.0;2.0
300;"Skitty";"normal";"";3;24.6;255;0;0;0;0.6;11.0;260;50;45;35;45;35;50;"['Cute Charm', 'Normalize', 'Wonder Skin ']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
301;"Delcatty";"normal";"";3;24.6;60;0;0;0;1.1;32.6;400;70;65;55;65;55;90;"['Cute Charm', 'Normalize', 'Wonder Skin ']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
302;"Sableye";"dark";"ghost";3;50.0;45;0;0;0;0.5;11.0;480;50;85;85;125;115;20;"['Keen Eye', 'Stall', 'Prankster']";1.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.5;0.0;1.0;1.0;1.0
303;"Mawile";"steel";"fairy";3;50.0;45;0;0;0;0.6;11.5;480;50;105;55;125;95;50;"['Hyper Cutter', 'Intimidate', 'Sheer Force']";0.25;0.5;0.0;1.0;0.5;1.0;2.0;0.5;1.0;0.5;2.0;0.5;0.5;0.0;0.5;0.5;1.0;1.0
304;"Aron";"steel";"rock";3;50.0;180;0;0;0;0.4;60.0;330;50;70;40;100;40;30;"['Sturdy', 'Rock Head', 'Heavy Metal']";0.5;1.0;0.5;1.0;0.5;4.0;1.0;0.25;1.0;1.0;4.0;0.5;0.25;0.0;0.5;0.5;1.0;2.0
305;"Lairon";"steel";"rock";3;50.0;90;0;0;0;0.9;120.0;430;60;90;50;140;50;40;"['Sturdy', 'Rock Head', 'Heavy Metal']";0.5;1.0;0.5;1.0;0.5;4.0;1.0;0.25;1.0;1.0;4.0;0.5;0.25;0.0;0.5;0.5;1.0;2.0
306;"Aggron";"steel";"rock";3;50.0;45;0;0;0;2.1;360.0;630;70;140;60;230;80;50;"['Sturdy', 'Rock Head', 'Heavy Metal']";0.5;1.0;0.5;1.0;0.5;4.0;1.0;0.25;1.0;1.0;4.0;0.5;0.25;0.0;0.5;0.5;1.0;2.0
307;"Meditite";"fighting";"psychic";3;50.0;180;0;0;0;0.6;11.2;280;30;40;40;55;55;60;"['Pure Power', 'Telepathy']";1.0;1.0;1.0;1.0;2.0;0.5;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0
308;"Medicham";"fighting";"psychic";3;50.0;90;0;0;0;1.3;31.5;510;60;100;80;85;85;100;"['Pure Power', 'Telepathy']";1.0;1.0;1.0;1.0;2.0;0.5;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0
309;"Electrike";"electric";"";3;50.0;120;0;0;0;0.6;15.2;295;40;45;65;40;40;65;"['Static', 'Lightningrod', 'Minus']";1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
310;"Manectric";"electric";"";3;50.0;45;0;0;0;1.5;40.2;575;70;75;135;80;80;135;"['Static', 'Lightningrod', 'Minus']";1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
311;"Plusle";"electric";"";3;50.0;200;0;0;0;0.4;4.2;405;60;50;85;40;75;95;"['Plus', 'Lightningrod']";1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
312;"Minun";"electric";"";3;50.0;200;0;0;0;0.4;4.2;405;60;40;75;50;85;95;"['Minus', 'Volt Absorb']";1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
313;"Volbeat";"bug";"";3;100.0;150;0;0;0;0.7;17.7;430;65;73;47;75;85;85;"['Illuminate', 'Swarm', 'Prankster']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.5;0.5;1.0;1.0;1.0;1.0;2.0;1.0;1.0
314;"Illumise";"bug";"";3;0.0;150;0;0;0;0.6;17.7;430;65;47;73;75;85;85;"['Oblivious', 'Tinted Lens', 'Prankster']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.5;0.5;1.0;1.0;1.0;1.0;2.0;1.0;1.0
315;"Roselia";"grass";"poison";3;50.0;150;0;0;0;0.3;2.0;400;50;60;100;45;80;65;"['Natural Cure', 'Poison Point', 'Leaf Guard']";1.0;1.0;1.0;0.5;0.5;0.5;2.0;2.0;1.0;0.25;1.0;2.0;1.0;1.0;2.0;1.0;1.0;0.5
316;"Gulpin";"poison";"";3;50.0;225;0;0;0;0.4;10.3;302;70;43;43;53;53;40;"['Liquid Ooze', 'Sticky Hold', 'Gluttony']";0.5;1.0;1.0;1.0;0.5;0.5;1.0;1.0;1.0;0.5;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0
317;"Swalot";"poison";"";3;50.0;75;0;0;0;1.7;80.0;467;100;73;73;83;83;55;"['Liquid Ooze', 'Sticky Hold', 'Gluttony']";0.5;1.0;1.0;1.0;0.5;0.5;1.0;1.0;1.0;0.5;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0
318;"Carvanha";"water";"dark";3;50.0;225;0;0;0;0.8;20.8;305;45;90;65;20;20;65;"['Rough Skin', 'Speed Boost']";2.0;0.5;1.0;2.0;2.0;2.0;0.5;1.0;0.5;2.0;1.0;0.5;1.0;1.0;0.0;1.0;0.5;0.5
319;"Sharpedo";"water";"dark";3;50.0;60;0;0;0;1.8;88.8;560;70;140;110;70;65;105;"['Rough Skin', 'Speed Boost']";2.0;0.5;1.0;2.0;2.0;2.0;0.5;1.0;0.5;2.0;1.0;0.5;1.0;1.0;0.0;1.0;0.5;0.5
320;"Wailmer";"water";"";3;50.0;125;0;0;0;2.0;130.0;400;130;70;70;35;35;60;"['Water Veil', 'Oblivious', 'Pressure']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
321;"Wailord";"water";"";3;50.0;60;0;0;0;14.5;398.0;500;170;90;90;45;45;60;"['Water Veil', 'Oblivious', 'Pressure']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
322;"Numel";"fire";"ground";3;50.0;255;0;0;0;0.7;24.0;305;60;60;65;40;45;35;"['Oblivious', 'Simple', 'Own Tempo']";0.5;1.0;1.0;0.0;0.5;1.0;0.5;1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;0.5;4.0
323;"Camerupt";"fire";"ground";3;50.0;150;0;0;0;1.9;220.0;560;70;120;145;100;105;20;"['Magma Armor', 'Solid Rock', 'Anger Point']";0.5;1.0;1.0;0.0;0.5;1.0;0.5;1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;0.5;4.0
324;"Torkoal";"fire";"";3;50.0;90;0;0;0;0.5;80.4;470;70;85;85;140;70;20;"['White Smoke', 'Drought', 'Shell Armor']";0.5;1.0;1.0;1.0;0.5;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;1.0;1.0;2.0;0.5;2.0
325;"Spoink";"psychic";"";3;50.0;255;0;0;0;0.7;30.6;330;60;25;70;35;80;60;"['Thick Fat', 'Own Tempo', 'Gluttony']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
326;"Grumpig";"psychic";"";3;50.0;60;0;0;0;0.9;71.5;470;80;45;90;65;110;80;"['Thick Fat', 'Own Tempo', 'Gluttony']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
327;"Spinda";"normal";"";3;50.0;255;0;0;0;1.1;5.0;360;60;60;60;60;60;60;"['Own Tempo', 'Tangled Feet', 'Contrary']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
328;"Trapinch";"ground";"";3;50.0;255;0;0;0;0.7;15.0;290;45;100;45;45;45;10;"['Hyper Cutter', 'Arena Trap', 'Sheer Force']";1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;0.5;1.0;0.5;1.0;2.0
329;"Vibrava";"ground";"dragon";3;50.0;120;0;0;0;1.1;15.3;340;50;70;50;50;50;70;"['Levitate']";1.0;1.0;2.0;0.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;4.0;1.0;0.5;1.0;0.5;1.0;1.0
330;"Flygon";"ground";"dragon";3;50.0;45;0;0;0;2.0;82.0;520;80;100;80;80;80;100;"['Levitate']";1.0;1.0;2.0;0.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;4.0;1.0;0.5;1.0;0.5;1.0;1.0
331;"Cacnea";"grass";"";3;50.0;190;0;0;0;0.4;51.3;335;50;85;85;40;40;35;"['Sand Veil', 'Water Absorb']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
332;"Cacturne";"grass";"dark";3;50.0;60;0;0;0;1.3;77.4;475;70;115;115;60;60;55;"['Sand Veil', 'Water Absorb']";4.0;0.5;1.0;0.5;2.0;2.0;2.0;2.0;0.5;0.5;0.5;2.0;1.0;2.0;0.0;1.0;1.0;0.5
333;"Swablu";"normal";"flying";3;50.0;255;0;0;0;0.4;1.2;310;45;40;40;60;75;50;"['Natural Cure', 'Cloud Nine']";0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.5;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0
334;"Altaria";"dragon";"flying";3;50.0;45;0;0;0;1.1;20.6;590;75;110;110;110;105;80;"['Natural Cure', 'Cloud Nine']";0.5;1.0;2.0;1.0;2.0;0.5;0.5;1.0;1.0;0.25;0.0;4.0;1.0;1.0;1.0;2.0;1.0;0.5
335;"Zangoose";"normal";"";3;50.0;90;0;0;0;1.3;40.3;458;73;115;60;60;60;90;"['Immunity', 'Toxic Boost']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
336;"Seviper";"poison";"";3;50.0;90;0;0;0;2.7;52.5;458;73;100;100;60;60;65;"['Shed Skin', 'Infiltrator']";0.5;1.0;1.0;1.0;0.5;0.5;1.0;1.0;1.0;0.5;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0
337;"Lunatone";"rock";"psychic";3;0.0;45;0;0;0;1.0;168.0;460;90;55;95;65;85;70;"['Levitate']";2.0;2.0;1.0;1.0;1.0;1.0;0.5;0.5;2.0;2.0;2.0;1.0;0.5;0.5;0.5;1.0;2.0;2.0
338;"Solrock";"rock";"psychic";3;0.0;45;0;0;0;1.2;154.0;460;90;95;55;85;65;70;"['Levitate']";2.0;2.0;1.0;1.0;1.0;1.0;0.5;0.5;2.0;2.0;2.0;1.0;0.5;0.5;0.5;1.0;2.0;2.0
339;"Barboach";"water";"ground";3;50.0;190;0;0;0;0.4;1.9;288;50;48;46;43;41;60;"['Oblivious', 'Anticipation', 'Hydration']";1.0;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;4.0;1.0;1.0;1.0;0.5;1.0;0.5;0.5;1.0
340;"Whiscash";"water";"ground";3;50.0;75;0;0;0;0.9;23.6;468;110;78;76;73;71;60;"['Oblivious', 'Anticipation', 'Hydration']";1.0;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;4.0;1.0;1.0;1.0;0.5;1.0;0.5;0.5;1.0
341;"Corphish";"water";"";3;50.0;205;0;0;0;0.6;11.5;308;43;80;50;65;35;35;"['Hyper Cutter', 'Shell Armor', 'Adaptability']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
342;"Crawdaunt";"water";"dark";3;50.0;155;0;0;0;1.1;32.8;468;63;120;90;85;55;55;"['Hyper Cutter', 'Shell Armor', 'Adaptability']";2.0;0.5;1.0;2.0;2.0;2.0;0.5;1.0;0.5;2.0;1.0;0.5;1.0;1.0;0.0;1.0;0.5;0.5
343;"Baltoy";"ground";"psychic";3;0.0;255;0;0;0;0.5;21.5;300;40;40;40;55;70;55;"['Levitate']";2.0;2.0;1.0;0.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;2.0;1.0;0.5;0.5;0.5;1.0;2.0
344;"Claydol";"ground";"psychic";3;0.0;90;0;0;0;1.5;108.0;500;60;70;70;105;120;75;"['Levitate']";2.0;2.0;1.0;0.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;2.0;1.0;0.5;0.5;0.5;1.0;2.0
345;"Lileep";"rock";"grass";3;88.1;45;0;0;0;1.0;23.8;355;66;41;61;77;87;23;"['Suction Cups', 'Storm Drain']";2.0;1.0;1.0;0.5;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0;1.0;2.0;1.0
346;"Cradily";"rock";"grass";3;88.1;45;0;0;0;1.5;60.4;495;86;81;81;97;107;43;"['Suction Cups', 'Storm Drain']";2.0;1.0;1.0;0.5;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0;1.0;2.0;1.0
347;"Anorith";"rock";"bug";3;88.1;45;0;0;0;0.7;12.5;355;45;95;40;50;50;75;"['Battle Armor', 'Swift Swim']";1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.5;1.0;2.0;2.0;2.0
348;"Armaldo";"rock";"bug";3;88.1;45;0;0;0;1.5;68.2;495;75;125;70;100;80;45;"['Battle Armor', 'Swift Swim']";1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.5;1.0;2.0;2.0;2.0
349;"Feebas";"water";"";3;50.0;255;0;0;0;0.6;7.4;200;20;15;10;20;55;80;"['Swift Swim', 'Oblivious', 'Adaptability']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
350;"Milotic";"water";"";3;50.0;60;0;0;0;6.2;162.0;540;95;60;100;79;125;81;"['Marvel Scale', 'Competitive', 'Cute Charm']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
351;"Castform";"normal";"";3;50.0;45;0;0;0;0.3;0.8;420;70;70;70;70;70;70;"['Forecast']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
352;"Kecleon";"normal";"";3;50.0;200;0;0;0;1.0;22.0;440;60;90;60;70;120;40;"['Color Change', 'Protean']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
353;"Shuppet";"ghost";"";3;50.0;225;0;0;0;0.6;2.3;295;44;75;63;35;33;45;"['Insomnia', 'Frisk', 'Cursed Body']";0.5;2.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;1.0;1.0
354;"Banette";"ghost";"";3;50.0;45;0;0;0;1.1;12.5;555;64;165;93;75;83;75;"['Insomnia', 'Frisk', 'Cursed Body']";0.5;2.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;1.0;1.0
355;"Duskull";"ghost";"";3;50.0;190;0;0;0;0.8;15.0;295;20;40;30;90;90;25;"['Levitate', 'Frisk']";0.5;2.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;1.0;1.0
356;"Dusclops";"ghost";"";3;50.0;90;0;0;0;1.6;30.6;455;40;70;60;130;130;25;"['Pressure', 'Frisk']";0.5;2.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;1.0;1.0
357;"Tropius";"grass";"flying";3;50.0;200;0;0;0;2.0;100.0;460;99;68;72;83;87;51;"['Chlorophyll', 'Solar Power', 'Harvest']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.25;0.0;4.0;1.0;2.0;1.0;2.0;1.0;0.5
358;"Chimecho";"psychic";"";3;50.0;45;0;0;0;0.6;1.0;455;75;50;95;80;90;65;"['Levitate']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
359;"Absol";"dark";"";3;50.0;30;0;0;0;1.2;47.0;565;65;150;115;60;60;115;"['Pressure', 'Super Luck', 'Justified']";2.0;0.5;1.0;1.0;2.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
360;"Wynaut";"psychic";"";3;50.0;125;0;0;0;0.6;14.0;260;95;23;23;48;48;23;"['Shadow Tag', 'Telepathy']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
361;"Snorunt";"ice";"";3;50.0;190;0;0;0;0.7;16.8;300;50;50;50;50;50;50;"['Inner Focus', 'Ice Body', 'Moody']";1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;2.0;2.0;1.0
362;"Glalie";"ice";"";3;50.0;75;0;0;0;1.5;256.5;580;80;120;120;80;80;100;"['Inner Focus', 'Ice Body', 'Moody']";1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;2.0;2.0;1.0
363;"Spheal";"ice";"water";3;50.0;255;0;0;0;0.8;39.5;290;70;40;55;50;50;25;"['Thick Fat', 'Ice Body', 'Oblivious']";1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;0.25;1.0;1.0;1.0;2.0;1.0;0.5
364;"Sealeo";"ice";"water";3;50.0;120;0;0;0;1.1;87.6;410;90;60;75;70;70;45;"['Thick Fat', 'Ice Body', 'Oblivious']";1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;0.25;1.0;1.0;1.0;2.0;1.0;0.5
365;"Walrein";"ice";"water";3;50.0;45;0;0;0;1.4;150.6;530;110;80;95;90;90;65;"['Thick Fat', 'Ice Body', 'Oblivious']";1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;0.25;1.0;1.0;1.0;2.0;1.0;0.5
366;"Clamperl";"water";"";3;50.0;255;0;0;0;0.4;52.5;345;35;64;74;85;55;32;"['Shell Armor', 'Rattled']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
367;"Huntail";"water";"";3;50.0;60;0;0;0;1.7;27.0;485;55;104;94;105;75;52;"['Swift Swim', 'Water Veil']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
368;"Gorebyss";"water";"";3;50.0;60;0;0;0;1.8;22.6;485;55;84;114;105;75;52;"['Swift Swim', 'Hydration']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
369;"Relicanth";"water";"rock";3;88.1;25;0;0;0;1.0;23.4;485;100;90;45;130;65;55;"['Swift Swim', 'Rock Head', 'Sturdy']";1.0;1.0;1.0;2.0;1.0;2.0;0.25;0.5;1.0;4.0;2.0;0.5;0.5;0.5;1.0;1.0;1.0;1.0
370;"Luvdisc";"water";"";3;24.6;225;0;0;0;0.6;8.7;330;43;30;40;55;65;97;"['Swift Swim', 'Hydration']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
371;"Bagon";"dragon";"";3;50.0;45;0;0;0;0.6;42.1;300;45;75;40;60;30;50;"['Rock Head', 'Sheer Force']";1.0;1.0;2.0;0.5;2.0;1.0;0.5;1.0;1.0;0.5;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5
372;"Shelgon";"dragon";"";3;50.0;45;0;0;0;1.1;110.5;420;65;95;60;100;50;50;"['Rock Head', 'Overcoat']";1.0;1.0;2.0;0.5;2.0;1.0;0.5;1.0;1.0;0.5;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5
